symbol,prevprice,currprice,diffP
FLEU,93.04,89.9772,-3.29
CID,24.78,23.9656,-3.29
PAVE,14.27,13.8,-3.29
PKBK,14.57,14.09,-3.29
SO.PA,79.0,76.4,-3.29
MSGGX,13.68,13.23,-3.29
AFSM,16.1677,15.6357,-3.29
EPAC,17.64,17.06,-3.29
LYB,59.93,57.95,-3.3
ADI,113.34,109.6,-3.3
MTCH,79.59,76.96,-3.3
AVY,114.16,110.39,-3.3
SPHB,36.04,34.85,-3.3
DPG,10.62,10.27,-3.3
CWEB,26.63,25.75,-3.3
SDOG,36.41,35.21,-3.3
EYLD,25.2441,24.4115,-3.3
AVNS,32.11,31.05,-3.3
PLIN,1.82,1.76,-3.3
SCPL,10.91,10.55,-3.3
VIE.PA,20.15,19.485,-3.3
OSB.TO,23.35,22.58,-3.3
MSGAX,13.34,12.9,-3.3
STSB,28.1813,27.2527,-3.3
ADM,38.41,37.14,-3.31
EWC,25.11,24.28,-3.31
DTE,107.29,103.74,-3.31
LECO,83.27,80.51,-3.31
FSLY,22.39,21.65,-3.31
ETL.PA,10.59,10.24,-3.31
FTN.TO,4.83,4.67,-3.31
MFC.TO,18.13,17.53,-3.31
MMCFX,32.66,31.58,-3.31
MECAX,40.82,39.47,-3.31
MECIX,44.69,43.21,-3.31
FFEU,64.9496,62.7988,-3.31
KRC,64.4,62.26,-3.32
PHI,25.6,24.75,-3.32
FORK,1.52,1.4695,-3.32
JKL,102.26,98.87,-3.32
AEM.TO,84.12,81.33,-3.32
MS,40.79,39.43,-3.33
NTR,36.94,35.71,-3.33
PAYC,270.0,261.02,-3.33
HE,40.83,39.47,-3.33
CNS,59.73,57.74,-3.33
FN,64.91,62.75,-3.33
CRY,23.1,22.33,-3.33
NSSC,20.73,20.04,-3.33
ENZL,50.4,48.72,-3.33
JKJ,147.95,143.02,-3.33
ZKIN,1.2,1.16,-3.33
CAPLI.PA,21.0,20.3,-3.33
ALWIT.PA,2.4,2.32,-3.33
CFF.TO,0.45,0.435,-3.33
KOR.TO,2.1,2.03,-3.33
TCW.TO,0.6,0.58,-3.33
ABMAX,11.41,11.03,-3.33
CM,61.46,59.41,-3.34
TM,127.86,123.59,-3.34
GMRE,10.78,10.42,-3.34
FNX,58.3,56.35,-3.34
ATHE,0.7087,0.685,-3.34
POXEL.PA,7.79,7.53,-3.34
SU.PA,86.34,83.46,-3.34
DOO.TO,43.1,41.66,-3.34
QD,1.79,1.73,-3.35
OPTN,4.18,4.04,-3.35
SPYB,59.4031,57.4114,-3.35
CSF,38.12,36.8444,-3.35
ENLV,5.68,5.49,-3.35
QNTIX,27.49,26.57,-3.35
QNTAX,27.49,26.57,-3.35
SPCE,18.23,17.62,-3.35
WRE,24.13,23.32,-3.36
VIAV,12.5,12.08,-3.36
AAXN,75.24,72.71,-3.36
PAG,37.23,35.98,-3.36
NNA,5.66,5.47,-3.36
YTRA,1.19,1.15,-3.36
HSB.PA,4.8945,4.73,-3.36
CAE.TO,23.8,23.0,-3.36
KEG-UN.TO,9.22,8.91,-3.36
FLCGX,27.41,26.49,-3.36
KMDVX,18.44,17.82,-3.36
CODI,20.79,20.09,-3.37
AGTC,3.86,3.73,-3.37
SYLD,30.92,29.8792,-3.37
CRVL,54.53,52.69,-3.37
BPTH,5.34,5.16,-3.37
SPVM,32.7453,31.6405,-3.37
FSK,3.56,3.44,-3.37
AI.PA,120.15,116.1,-3.37
TRI.PA,69.7,67.35,-3.37
SOX.TO,0.89,0.86,-3.37
WFT.TO,40.09,38.74,-3.37
OBLG,1.02,0.9856,-3.37
C,50.26,48.56,-3.38
FSLR,45.55,44.01,-3.38
CAE,17.14,16.56,-3.38
LNDC,11.54,11.15,-3.38
AE,28.575,27.61,-3.38
PESI,6.21,6.0,-3.38
EQH,18.96,18.32,-3.38
LYS.PA,4.14,4.0,-3.38
QCSCX,13.61,13.15,-3.38
ACMYX,11.54,11.15,-3.38
DB,7.67,7.41,-3.39
XPO,69.08,66.74,-3.39
PETS,40.96,39.57,-3.39
CATY,28.9,27.92,-3.39
NWLI,199.49,192.73,-3.39
SBIO,39.47,38.13,-3.39
SPDV,20.94,20.23,-3.39
UNAM,4.13,3.99,-3.39
ALO.PA,38.67,37.36,-3.39
NGD.TO,1.18,1.14,-3.39
GTCSX,20.04,19.36,-3.39
GTSCX,21.23,20.51,-3.39
NEED,22.9903,22.21,-3.39
BHP,42.11,40.68,-3.4
HAIN,26.75,25.84,-3.4
RUSHA,38.82,37.5,-3.4
AINV,9.12,8.81,-3.4
GNR,36.43,35.19,-3.4
VBR,103.97,100.44,-3.4
XTN,49.73,48.04,-3.4
PSCC,70.3403,67.9507,-3.4
RNSC,17.6982,17.0968,-3.4
VCT.PA,26.5,25.6,-3.4
EMA.TO,57.36,55.41,-3.4
LUN.TO,7.06,6.82,-3.4
AMPAX,11.77,11.37,-3.4
FNV,136.88,132.21,-3.41
KAMN,40.13,38.76,-3.41
CBLI,1.76,1.7,-3.41
CSML,20.7572,20.05,-3.41
FDBC,39.94,38.58,-3.41
DLTA.PA,41.0,39.6,-3.41
KER.PA,476.45,460.2,-3.41
VNP.TO,1.76,1.7,-3.41
HBM.TO,3.52,3.4,-3.41
QLSCX,16.15,15.6,-3.41
VSTCX,25.81,24.93,-3.41
QISCX,16.14,15.59,-3.41
CRMSX,11.14,10.76,-3.41
AOBC,9.8,9.465,-3.42
GREK,19.3,18.64,-3.42
G,35.65,34.43,-3.42
CRUS,78.28,75.6,-3.42
FTXO,18.66,18.0213,-3.42
RWLK,1.17,1.13,-3.42
ICOW,21.5299,20.7943,-3.42
SOLY,9.35,9.03,-3.42
ZBK.TO,21.06,20.34,-3.42
EDR.TO,2.34,2.26,-3.42
ACRTX,12.86,12.42,-3.42
SIMS,27.4553,26.5175,-3.42
DHC,3.22,3.11,-3.42
EWW,30.31,29.27,-3.43
MSI,148.92,143.81,-3.43
TAN,31.19,30.12,-3.43
IYM,84.01,81.13,-3.43
BSGR.AS,5.25,5.07,-3.43
CM.TO,85.41,82.48,-3.43
FLLA,16.7302,16.1571,-3.43
ROSC,24.19,23.36,-3.43
KSCD,22.74,21.96,-3.43
OXSQL,22.74,21.9593,-3.43
IFRA,23.3,22.5,-3.43
NHI,57.02,55.06,-3.44
MBI,8.43,8.14,-3.44
VRNS,69.44,67.05,-3.44
GRC,30.55,29.5,-3.44
QVAL,21.78,21.03,-3.44
RWK,49.4,47.7,-3.44
FLQS,23.9455,23.121,-3.44
PVL.PA,4.075,3.935,-3.44
TRZ.TO,10.46,10.1,-3.44
FSCAX,16.26,15.7,-3.44
CBMSX,32.27,31.16,-3.44
HOMZ,22.9705,22.18,-3.44
PQSV,38.6363,37.3075,-3.44
EMR,59.07,57.03,-3.45
MFC,13.05,12.6,-3.45
GPC,82.11,79.28,-3.45
HTH,19.99,19.3,-3.45
SASR,26.41,25.5,-3.45
LODE,0.5298,0.5115,-3.45
EWMC,54.9,53.0064,-3.45
CBAN,13.05,12.6,-3.45
EFO,27.0171,26.0851,-3.45
FTXR,17.4463,16.8441,-3.45
PSV,0.58,0.56,-3.45
KARD.AS,0.029,0.028,-3.45
KER.TO,0.145,0.14,-3.45
QEC.TO,0.145,0.14,-3.45
BUFOX,15.38,14.85,-3.45
AMCCX,11.0,10.62,-3.45
WDC,47.73,46.08,-3.46
M,6.07,5.86,-3.46
AYI,89.69,86.59,-3.46
PFO,11.85,11.44,-3.46
FDD,10.11,9.76,-3.46
GSJY,29.94,28.905,-3.46
SIBN,16.75,16.17,-3.46
ASRNL.AS,25.43,24.55,-3.46
HEP.TO,34.15,32.97,-3.46
ILV.TO,21.39,20.65,-3.46
ASCTX,12.7,12.26,-3.46
FSMVX,18.49,17.85,-3.46
NRGU,4.62,4.46,-3.46
MNS.TO,13.0,12.55,-3.46
HMY,3.75,3.62,-3.47
BX,54.12,52.24,-3.47
SEIC,52.79,50.96,-3.47
HDB,44.91,43.35,-3.47
RMT,6.91,6.67,-3.47
FLC,19.59,18.91,-3.47
JHSC,22.51,21.73,-3.47
LGF-B,6.92,6.68,-3.47
MF.PA,80.8,78.0,-3.47
CG.TO,11.53,11.13,-3.47
XCD.TO,34.84,33.63,-3.47
QISGX,21.9,21.14,-3.47
QASCX,15.55,15.01,-3.47
CHTTX,27.7,26.74,-3.47
WTRG,43.29,41.79,-3.47
GS,190.03,183.42,-3.48
FBIZ,17.8,17.18,-3.48
EES,27.26,26.31,-3.48
VTWG,137.52,132.73,-3.48
XPEL,12.93,12.48,-3.48
ADV.PA,1.15,1.11,-3.48
ALSAF.PA,0.7045,0.68,-3.48
ZIG,21.78,21.0231,-3.48
QVCC,20.42,19.71,-3.48
VSH,17.19,16.59,-3.49
CPRT,83.01,80.11,-3.49
MCI,13.76,13.28,-3.49
QASGX,20.9,20.17,-3.49
FSCWX,16.91,16.32,-3.49
FMPOX,18.33,17.69,-3.49
PGEN,3.73,3.6,-3.49
RAPT,15.74,15.19,-3.49
SON,50.61,48.84,-3.5
UFPT,44.56,43.0,-3.5
FIEE,109.965,106.12,-3.5
EAST,2.0,1.93,-3.5
FC.TO,11.43,11.03,-3.5
FSCCX,16.84,16.25,-3.5
FEGIX,24.31,23.46,-3.5
CMCSA,39.0,37.63,-3.51
NTRS,82.04,79.16,-3.51
SJI,29.63,28.59,-3.51
SCVL,24.48,23.62,-3.51
NWE,59.79,57.69,-3.51
BREW,15.65,15.1,-3.51
EMCF,22.8,22.0,-3.51
JKK,198.6,191.63,-3.51
UBER,31.37,30.27,-3.51
BOL.PA,2.51,2.422,-3.51
ACO-X.TO,40.51,39.09,-3.51
QLSGX,21.91,21.14,-3.51
TRACX,10.83,10.45,-3.51
FSCVX,13.69,13.21,-3.51
PQSG,44.1641,42.6118,-3.51
STL,12.78,12.33,-3.52
CS,9.37,9.04,-3.52
INFN,6.39,6.165,-3.52
EMO,2.56,2.47,-3.52
LPTX,2.27,2.19,-3.52
CVU,3.41,3.29,-3.52
RFG,136.657,131.84,-3.52
FIYY,78.76,75.99,-3.52
PSCU,50.2428,48.4759,-3.52
RWJ,51.1,49.3,-3.52
LEVI,13.36,12.89,-3.52
BFST,14.49,13.98,-3.52
MDXH.BR,0.91,0.878,-3.52
CNQ.TO,24.16,23.31,-3.52
DS.TO,5.96,5.75,-3.52
RBRCX,25.84,24.93,-3.52
TEEAX,24.42,23.56,-3.52
SGGDX,23.59,22.76,-3.52
VSTO,10.49,10.12,-3.53
SOXX,243.64,235.04,-3.53
OGS,82.63,79.71,-3.53
PBW,33.12,31.95,-3.53
YETI,28.62,27.61,-3.53
MNSB,15.57,15.02,-3.53
SAF.PA,87.3,84.22,-3.53
HGI-UN.TO,8.5,8.2,-3.53
PSD.TO,0.85,0.82,-3.53
TA.TO,8.49,8.19,-3.53
QCSGX,18.14,17.5,-3.53
FEGOX,21.55,20.79,-3.53
QSR,51.11,49.3,-3.54
ONB,14.69,14.17,-3.54
ARCO,3.95,3.81,-3.54
PKG,100.2,96.65,-3.54
EPAY,43.16,41.63,-3.54
EUFN,13.56,13.08,-3.54
AGR,44.58,43.0,-3.54
CNA,32.74,31.58,-3.54
SFE,7.35,7.09,-3.54
EDN,3.11,3.0,-3.54
BNS.TO,57.85,55.8,-3.54
CALM,43.04,41.51,-3.55
AIR,20.3,19.58,-3.55
FWRD,53.5,51.6,-3.55
FIHD,138.472,133.55,-3.55
SHI,27.57,26.59,-3.55
OUSM,24.52,23.65,-3.55
VNCE,6.19,5.97,-3.55
CDOFX,34.33,33.11,-3.55
GMBL,3.38,3.26,-3.55
FUL,38.15,36.79,-3.56
NSCRX,34.81,33.57,-3.56
KBE,32.47,31.31,-3.57
CNQ,17.38,16.76,-3.57
LYV,46.53,44.87,-3.57
HCCI,19.03,18.35,-3.57
SNMP,0.4254,0.4102,-3.57
SRET,7.57,7.3,-3.57
GL,85.39,82.34,-3.57
ZEB.TO,23.55,22.71,-3.57
SASWX,14.01,13.51,-3.57
KLR,7.0,6.75,-3.57
SEE,29.65,28.59,-3.58
FCAU,8.93,8.61,-3.58
SANM,28.76,27.73,-3.58
TGP,12.0,11.57,-3.58
FDP,29.57,28.51,-3.58
FBZ,9.5,9.16,-3.58
MXC,2.52,2.4298,-3.58
HNRG,0.79,0.7617,-3.58
OSK.TO,3.63,3.5,-3.58
NSCCX,29.29,28.24,-3.58
NSCFX,35.24,33.98,-3.58
IEFN,20.3013,19.575,-3.58
TLND,27.05,26.08,-3.59
E,19.48,18.78,-3.59
CAMP,6.97,6.72,-3.59
BBSI,50.74,48.92,-3.59
CEO,116.55,112.37,-3.59
CARO,35.09,33.83,-3.59
CGEN,15.03,14.49,-3.59
MYE,12.82,12.36,-3.59
FULC,13.09,12.62,-3.59
CWB.TO,22.85,22.03,-3.59
XSU.TO,27.56,26.57,-3.59
VDY.TO,29.79,28.72,-3.59
FCVIX,11.97,11.54,-3.59
WESCX,14.78,14.25,-3.59
BNTX,49.25,47.48,-3.59
BNS,41.64,40.14,-3.6
IOVA,33.35,32.15,-3.6
IBKC,43.01,41.46,-3.6
JPMV,61.03,58.83,-3.6
GV.PA,0.695,0.67,-3.6
TD.TO,60.33,58.16,-3.6
MGM,17.46,16.83,-3.61
SID,1.66,1.6,-3.61
MMP,42.67,41.13,-3.61
CMP,51.0,49.16,-3.61
UGI,31.31,30.18,-3.61
HWKN,38.83,37.43,-3.61
AIZP,111.11,107.1,-3.61
FSI,1.66,1.6,-3.61
LYFT,34.06,32.83,-3.61
OSMT,4.15,4.0,-3.61
METEX.PA,1.525,1.47,-3.61
VIO.BR,2.49,2.4,-3.61
VFC,60.28,58.1,-3.62
CB,112.07,108.01,-3.62
JAZZ,114.39,110.25,-3.62
FANH,19.64,18.93,-3.62
UNFI,11.04,10.64,-3.62
ACRS,1.38,1.33,-3.62
OIH,113.92,109.78,-3.63
CTL,11.02,10.62,-3.63
SPWH,7.43,7.16,-3.63
ALG,102.15,98.44,-3.63
VTWO,108.91,104.96,-3.63
CUF-UN.TO,8.81,8.49,-3.63
MFI.TO,26.7,25.73,-3.63
MSGS,177.78,171.32,-3.63
MRVL,27.75,26.74,-3.64
Z,45.62,43.96,-3.64
ULTA,226.16,217.92,-3.64
KNL,12.1,11.66,-3.64
UDOW,56.87,54.8,-3.64
ALLT,11.55,11.13,-3.64
ACMR,41.44,39.93,-3.64
BUY,15.365,14.8055,-3.64
OMFS,22.3269,21.5152,-3.64
AQN.TO,20.03,19.3,-3.64
OR.TO,13.19,12.71,-3.64
VGZ.TO,1.1,1.06,-3.64
DIS,112.25,108.15,-3.65
FRAN,2.74,2.64,-3.65
EIG,31.52,30.37,-3.65
CGA,2.74,2.64,-3.65
KBWR,38.367,36.9653,-3.65
ENX.PA,79.5,76.6,-3.65
CAH,51.36,49.48,-3.66
IRDM,23.36,22.505,-3.66
ADTN,10.67,10.28,-3.66
AXGN,10.12,9.75,-3.66
IGN,51.57,49.6808,-3.66
ASPU,8.2,7.9,-3.66
SVT,7.1669,6.9045,-3.66
ZZZ.TO,13.67,13.17,-3.66
VSSCX,40.39,38.91,-3.66
FSSNX,17.23,16.6,-3.66
RYBAX,46.77,45.06,-3.66
RYBCX,41.86,40.33,-3.66
RYBIX,51.98,50.08,-3.66
RYBMX,48.32,46.55,-3.66
SHLX,15.25,14.69,-3.67
FOLD,12.26,11.81,-3.67
DXC,18.82,18.13,-3.67
ORC,4.09,3.94,-3.67
FPI,6.81,6.56,-3.67
EZM,31.57,30.41,-3.67
GSSC,38.47,37.06,-3.67
EXPI,9.53,9.18,-3.67
FRAF,30.0,28.9,-3.67
WSMVX,16.37,15.77,-3.67
CAAPX,35.92,34.6,-3.67
EWBC,36.41,35.07,-3.68
HCC,13.03,12.55,-3.68
ENR,40.45,38.96,-3.68
PKX,38.63,37.21,-3.68
DES,21.2,20.42,-3.68
ESGS,24.215,23.3247,-3.68
GRN,40.23,38.75,-3.68
FLY.PA,70.6,68.0,-3.68
SK.PA,114.0,109.8,-3.68
AKG.TO,1.63,1.57,-3.68
FCPVX,11.97,11.53,-3.68
SCHA,61.31,59.05,-3.69
XES,30.34,29.22,-3.69
OSB,16.81,16.19,-3.69
FNK,26.2882,25.317,-3.69
CRI.PA,17.9,17.24,-3.69
DTSVX,16.01,15.42,-3.69
CP,236.06,227.33,-3.7
SB,1.08,1.04,-3.7
ARR,9.18,8.84,-3.7
OMEX,4.6,4.43,-3.7
CVLY,14.59,14.05,-3.7
NTRP,1.35,1.3,-3.7
IEA,2.16,2.08,-3.7
ET.TO,15.66,15.08,-3.7
GSY.TO,46.17,44.46,-3.7
BDSKX,12.7,12.23,-3.7
VASVX,20.27,19.52,-3.7
HWSAX,36.98,35.61,-3.7
PRDO,13.5,13.0,-3.7
FHN,9.43,9.08,-3.71
SMH,138.88,133.73,-3.71
BWA,29.67,28.57,-3.71
CETV,4.04,3.89,-3.71
SWM,33.46,32.22,-3.71
AXSM,98.69,95.03,-3.71
KOD,56.65,54.55,-3.71
IAG.TO,46.93,45.19,-3.71
SOT-UN.TO,4.04,3.89,-3.71
TC.TO,76.89,74.04,-3.71
HWSIX,37.15,35.77,-3.71
AMAG,8.34,8.03,-3.72
HEI,90.98,87.6,-3.72
ORA,64.82,62.41,-3.72
PZN,5.11,4.92,-3.72
JW-A,39.0,37.55,-3.72
GH,79.93,76.96,-3.72
HPF.TO,2.42,2.33,-3.72
MSCFX,21.8,20.99,-3.72
BDSCX,12.36,11.9,-3.72
CNP,17.69,17.03,-3.73
IWO,189.41,182.34,-3.73
PVBC,9.91,9.54,-3.73
MET,37.48,36.08,-3.74
AAT,29.42,28.32,-3.74
SNDX,18.7,18.0,-3.74
XSD,103.4,99.53,-3.74
FXO,24.84,23.91,-3.74
APTX,2.94,2.83,-3.74
JXR.PA,0.0508,0.0489,-3.74
BIM.PA,117.7,113.3,-3.74
ENI.BR,9.09,8.75,-3.74
HWSCX,29.69,28.58,-3.74
HNMVX,15.26,14.69,-3.74
IBN,10.14,9.76,-3.75
LEA,101.45,97.65,-3.75
RNR,151.7,146.01,-3.75
GFF,17.05,16.41,-3.75
PPMC,20.2768,19.5158,-3.75
BUR.PA,586.0,564.0,-3.75
ASMOX,16.78,16.15,-3.75
UBSI,31.13,29.96,-3.76
BAM-A.TO,48.88,47.04,-3.76
ZSCCX,19.93,19.18,-3.76
ATSMX,17.27,16.62,-3.76
HRMVX,15.43,14.85,-3.76
OVS,21.0922,20.3001,-3.76
VTIQW,4.26,4.1,-3.76
FHB,18.28,17.59,-3.77
IXC,20.41,19.64,-3.77
WF,21.47,20.66,-3.77
SLYV,48.31,46.49,-3.77
INBKL,23.9,23.0,-3.77
REN.AS,21.5,20.69,-3.77
CGMRX,19.34,18.61,-3.77
LMVYX,16.97,16.33,-3.77
IWM,135.41,130.29,-3.78
HUN,17.47,16.81,-3.78
CBD,12.69,12.21,-3.78
GATX,61.63,59.3,-3.78
DIVC,26.75,25.7388,-3.78
MVBF,14.27,13.73,-3.78
LR.PA,63.94,61.52,-3.78
HRX.TO,11.63,11.19,-3.78
BDSIX,12.7,12.22,-3.78
AVCT,1.85,1.78,-3.78
CE,86.34,83.07,-3.79
OR,9.51,9.15,-3.79
RPV,47.5,45.7,-3.79
CDMO,6.34,6.1,-3.79
WMC,3.17,3.05,-3.79
BCX,5.81,5.59,-3.79
FIW,54.64,52.57,-3.79
MJCO,5.8,5.58,-3.79
PYZ,49.4436,47.5704,-3.79
GO,34.58,33.27,-3.79
PFPWX,33.23,31.97,-3.79
NEFJX,12.4,11.93,-3.79
ACTG,2.63,2.53,-3.8
KIE,27.11,26.08,-3.8
WIFI,14.49,13.94,-3.8
SAGE,40.52,38.98,-3.8
SSD,74.95,72.1,-3.8
ARGT,18.75,18.037,-3.8
ZSCIX,20.25,19.48,-3.8
PARWX,33.2,31.94,-3.8
RMBKX,27.61,26.56,-3.8
HIMVX,15.27,14.69,-3.8
HAMVX,15.27,14.69,-3.8
AOS,44.06,42.38,-3.81
WAFD,27.8,26.74,-3.81
ALSN,37.78,36.34,-3.81
WWD,62.96,60.56,-3.81
TOUR,0.875,0.8417,-3.81
FLNG,5.51,5.3,-3.81
TAK,18.65,17.94,-3.81
MTC,1.05,1.01,-3.81
RMBNX,24.7,23.76,-3.81
ROK,197.0,189.48,-3.82
CSGS,50.51,48.58,-3.82
WMS,42.15,40.54,-3.82
WEX,137.57,132.32,-3.82
TDY,338.61,325.67,-3.82
MXF,8.89,8.55,-3.82
AMSF,66.2,63.67,-3.82
DFN.TO,5.23,5.03,-3.82
QTSRX,17.26,16.6,-3.82
SITM,22.52,21.66,-3.82
SRRA,12.8,12.31,-3.83
IWN,95.99,92.31,-3.83
IJS,118.35,113.82,-3.83
QCLN,25.5373,24.56,-3.83
XSHD,16.45,15.82,-3.83
GBT.PA,30.0,28.85,-3.83
HDLB,10.5902,10.185,-3.83
RVNC,19.25,18.51,-3.84
CIX.TO,15.38,14.79,-3.84
NEJYX,13.02,12.52,-3.84
TFSIX,15.89,15.28,-3.84
FOVL,34.74,33.4051,-3.84
JBLU,10.13,9.74,-3.85
LULU,232.43,223.48,-3.85
KAR,15.58,14.98,-3.85
MLM,197.84,190.23,-3.85
KRG,10.64,10.23,-3.85
MDC,30.42,29.25,-3.85
EEFT,95.43,91.76,-3.85
INGN,52.0,50.0,-3.85
LQDT,5.2,5.0,-3.85
AVH,1.04,1.0,-3.85
IAK,54.08,52.0,-3.85
CHIE,8.5183,8.19,-3.85
CSA,38.6748,37.1845,-3.85
BPOST.BR,6.63,6.375,-3.85
ALENE.PA,0.78,0.75,-3.85
FGA.PA,3.64,3.5,-3.85
EGL.LS,1.196,1.15,-3.85
SESG.PA,6.34,6.096,-3.85
JMPNL,20.0,19.23,-3.85
SNA,135.52,130.29,-3.86
SSTI,35.75,34.37,-3.86
NGE,9.07,8.72,-3.86
XMA.TO,16.59,15.95,-3.86
FOVAX,26.67,25.64,-3.86
ALL,105.82,101.72,-3.87
TD,43.45,41.77,-3.87
FRME,29.45,28.31,-3.87
COE,26.63,25.6,-3.87
HX,0.4083,0.3925,-3.87
CALF,21.6601,20.8211,-3.87
HDAW,20.7581,19.9551,-3.87
CATG.PA,1.914,1.84,-3.87
NWGPX,18.86,18.13,-3.87
FTI,9.27,8.91,-3.88
PDM,18.05,17.35,-3.88
ALEX,13.67,13.14,-3.88
REM,22.96,22.07,-3.88
BE,7.98,7.67,-3.88
ZGD.TO,73.52,70.67,-3.88
ENB.TO,44.37,42.65,-3.88
VQSRX,17.54,16.86,-3.88
NWGSX,19.82,19.05,-3.88
MU,49.83,47.89,-3.89
PNC,110.99,106.67,-3.89
USFD,22.37,21.5,-3.89
AKER,3.6,3.46,-3.89
RCD,85.0,81.69,-3.89
VALX,19.3256,18.5742,-3.89
SSSJX,42.17,40.53,-3.89
ICSCX,22.12,21.26,-3.89
BVDIX,10.8,10.38,-3.89
NOSGX,15.7,15.09,-3.89
FEUL,62.197,59.775,-3.89
HCXY,25.17,24.19,-3.89
WRB,56.19,54.0,-3.9
NATI,39.98,38.42,-3.9
WLDN,26.39,25.36,-3.9
MSEX,62.75,60.3,-3.9
VTWV,84.28,80.99,-3.9
AAMC,19.51,18.75,-3.9
FXD,34.33,32.99,-3.9
NWGQX,16.15,15.52,-3.9
HISVX,27.94,26.85,-3.9
EQX,8.71,8.37,-3.9
BXS,22.78,21.89,-3.91
AMWD,53.5,51.41,-3.91
THG,104.46,100.38,-3.91
SLY,57.04,54.81,-3.91
CHWY,45.0,43.24,-3.91
WYND,26.61,25.57,-3.91
BNE.TO,1.28,1.23,-3.91
NWKEX,19.96,19.18,-3.91
FOSBX,22.77,21.88,-3.91
ARNA,50.97,48.97,-3.92
MRCY,92.8,89.16,-3.92
ENV,65.07,62.52,-3.92
CULP,7.4,7.11,-3.92
JPSE,25.74,24.73,-3.92
HSVRX,28.56,27.44,-3.92
WYNN,89.03,85.53,-3.93
BECN,22.9,22.0,-3.93
PSO,6.1,5.86,-3.93
COPX,15.0,14.41,-3.93
DGICB,14.0,13.45,-3.93
VIOV,102.65,98.62,-3.93
BBIO,31.78,30.53,-3.93
ECONB.BR,1.83,1.758,-3.93
IPS.PA,18.32,17.6,-3.93
HASCX,28.73,27.6,-3.93
HNVRX,28.74,27.61,-3.93
SPVZX,12.98,12.47,-3.93
PRLAX,15.78,15.16,-3.93
PSTG,14.99,14.4,-3.94
SPSM,25.66,24.65,-3.94
MRCC,8.38,8.05,-3.94
SDVY,16.8584,16.1949,-3.94
PMVQX,12.95,12.44,-3.94
ERJ,6.59,6.33,-3.95
CTAS,230.95,221.83,-3.95
SFNC,19.47,18.7,-3.95
CRVS,2.53,2.43,-3.95
BGSF,12.65,12.15,-3.95
CPF,18.21,17.49,-3.95
MED,79.0,75.88,-3.95
VHI,0.9169,0.8807,-3.95
KBWB,39.73,38.16,-3.95
GRF,6.84,6.57,-3.95
VIOO,120.43,115.67,-3.95
DISSX,22.55,21.66,-3.95
WBVDX,10.38,9.97,-3.95
VRAI,19.51,18.74,-3.95
XSMO,33.9201,32.58,-3.95
CTRE,17.16,16.48,-3.96
KN.PA,2.25,2.161,-3.96
WEMMX,20.69,19.87,-3.96
AGO,30.96,29.73,-3.97
CHH,78.15,75.05,-3.97
REX,61.94,59.48,-3.97
HOFT,15.61,14.99,-3.97
REPH,8.81,8.46,-3.97
BHV,15.62,15.0,-3.97
NIU,8.81,8.46,-3.97
TCDA,31.5,30.25,-3.97
VFF,3.53,3.39,-3.97
VWA.BR,143.7,138.0,-3.97
SPRAX,12.84,12.33,-3.97
ENTG,56.48,54.23,-3.98
XRAY,44.2,42.44,-3.98
SYY,58.6,56.27,-3.98
CSIQ,18.58,17.84,-3.98
GLRE,6.79,6.52,-3.98
TCON,2.01,1.93,-3.98
OTTR,46.22,44.38,-3.98
UXI,54.5636,52.3942,-3.98
RVI,15.07,14.47,-3.98
SVUBX,10.8,10.37,-3.98
ZIONO,25.63,24.61,-3.98
SATS,32.86,31.55,-3.99
GPI,58.94,56.59,-3.99
FUN,30.04,28.84,-3.99
GWPH,104.3,100.14,-3.99
ISMD,22.33,21.44,-3.99
NTGN,3.01,2.89,-3.99
WEIMX,21.32,20.47,-3.99
PFHD,15.3,14.69,-3.99
X,8.0,7.68,-4.0
BAM,35.23,33.82,-4.0
BLRX,1.75,1.68,-4.0
FIF,10.99,10.55,-4.0
ACER,2.5,2.4,-4.0
HEWU,19.98,19.18,-4.0
JSM,21.25,20.4,-4.0
MTBCP,25.75,24.72,-4.0
CTAC.AS,1.75,1.68,-4.0
ALDR.PA,0.0375,0.036,-4.0
ALONC.PA,12.5,12.0,-4.0
ORDI.AS,1.9,1.824,-4.0
DISIX,22.52,21.62,-4.0
WMMAX,19.75,18.96,-4.0
NCBVX,10.75,10.32,-4.0
FLSP,23.1052,22.18,-4.0
CUBB,22.5,21.6,-4.0
HL,2.74,2.63,-4.01
KSU,136.0,130.55,-4.01
ONEY,57.09,54.8,-4.01
WMMCX,16.96,16.28,-4.01
SDVRX,12.96,12.44,-4.01
XHB,37.56,36.05,-4.02
ISBC,9.7,9.31,-4.02
AQN,14.43,13.85,-4.02
FLBR,15.8921,15.2525,-4.02
EFX.TO,5.47,5.25,-4.02
KRE,39.73,38.13,-4.03
CFG,23.33,22.39,-4.03
VER,5.71,5.48,-4.03
LDOS,102.96,98.81,-4.03
SSB,60.27,57.84,-4.03
SRCE,36.19,34.73,-4.03
PEBO,25.33,24.31,-4.03
FWP,7.45,7.15,-4.03
VTSIX,53.8,51.63,-4.03
ENB,31.97,30.68,-4.04
LXP,10.89,10.45,-4.04
GRA,49.22,47.23,-4.04
ABR,7.18,6.89,-4.04
MWA,9.89,9.49,-4.04
BJRI,22.78,21.86,-4.04
UGL,61.16,58.69,-4.04
